1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100
9 21 27 97 66 14 33 92 45 30 46 68 28 37 55 23 78 44 56 90 85 13 11 59 58 16 5 51 15 77 41 88 48 74 49 60 100 2 69 57 75 3 86 1 4 63 35 18 82 95 79 70 7 93 71 73 84 32 81 53 47 54 83 29 76 61 26 64 19 91 20 87 10 39 31 50 6 80 52 22 98 38 89 12 24 36 8 96 67 99 34 65 43 42 62 72 94 25 40 17
51 31 78 27 79 66 88 39 8 12 4 49 55 6 47 43 83 82 32 90 96 81 100 25 35 41 36 72 2 16 30 99 74 89 76 61 15 17 20 60 53 18 14 73 7 37 34 52 11 62 94 45 97 67 19 80 70 48 28 71 46 24 87 22 21 40 3 91 84 1 95 68 56 38 64 42 85 13 59 75 65 29 77 26 93 98 54 10 69 5 57 9 50 44 92 23 58 33 63 86
37 69 65 25 61 80 68 15 85 54 2 73 33 17 90 39 52 95 12 56 100 44 66 70 78 94 34 14 35 98 48 83 75 11 91 26 97 63 8 30 46 89 41 82 88 96 29 79 31 60 51 93 9 32 40 42 20 4 36 18 27 55 84 49 5 77 64 67 7 72 57 19 13 38 59 99 3 6 43 24 28 71 23 22 21 76 1 10 74 62 47 58 87 53 92 81 45 50 86 16
67 45 9 3 22 70 6 34 84 1 90 15 33 21 83 29 92 85 63 80 47 97 24 5 28 86 72 26 44 75 48 46 37 96 42 14 54 39 61 59 91 64 95 62 40 73 55 20 79 32 68 99 56 57 11 71 58 38 94 13 69 2 93 16 77 74 88 66 12 4 17 65 100 50 25 98 23 89 30 18 36 51 19 43 53 49 78 8 52 60 31 76 87 27 41 10 81 82 35 7
4 50 35 93 71 40 13 53 39 43 46 47 79 48 52 76 88 57 25 78 36 1 6 32 26 14 7 77 90 18 10 44 91 83 21 70 62 2 75 82 72 59 74 37 33 51 11 73 16 22 92 55 67 3 94 61 30 31 24 58 56 42 17 29 54 97 5 28 12 64 49 9 86 96 27 38 34 63 99 65 84 15 8 98 85 100 45 69 68 23 66 41 81 87 95 19 80 89 60 20
41 43 38 49 33 22 8 40 34 85 11 93 17 25 4 98 95 45 42 63 19 36 64 46 76 69 57 70 62 91 86 84 71 87 97 75 88 53 47 72 74 55 13 24 28 3 66 100 77 82 50 56 54 94 58 90 27 7 30 31 14 18 10 67 29 20 78 99 60 44 6 68 1 5 51 35 83 61 2 92 12 21 79 26 96 23 15 9 65 81 37 32 48 89 80 39 73 52 16 59
44 62 9 33 29 81 98 58 100 74 52 15 73 56 92 95 57 60 38 79 42 6 2 63 36 93 61 82 26 94 75 25 78 90 45 16 39 46 28 37 18 64 59 7 71 54 89 8 10 99 76 22 88 77 91 20 3 12 17 70 31 35 72 86 68 34 49 21 96 11 83 41 1 84 80 13 43 51 19 23 47 48 40 27 87 67 65 24 55 50 30 4 97 5 53 32 69 14 66 85
27 92 70 60 18 95 13 11 34 2 96 50 63 9 42 5 84 37 75 35 59 22 26 68 48 73 30 19 46 98 3 88 57 8 20 77 86 25 24 81 91 32 100 28 58 94 17 56 40 99 15 1 79 69 82 64 31 67 93 71 55 39 65 74 52 90 47 83 54 23 6 97 33 29 76 36 66 53 51 16 89 49 41 4 10 62 45 14 38 7 87 21 78 12 85 80 43 61 72 44
60 62 54 90 27 11 26 28 76 5 63 52 83 40 14 61 4 39 34 89 20 9 48 18 66 10 64 97 81 42 47 35 91 71 53 36 19 77 94 45 38 24 98 85 73 25 72 12 59 82 7 31 78 96 30 80 43 95 75 69 22 84 93 51 8 21 55 44 65 41 3 16 29 67 46 100 70 33 50 68 1 99 32 88 56 87 74 23 58 2 79 17 49 6 15 37 86 57 13 92
83 25 95 26 55 8 100 62 77 67 18 85 64 33 69 99 49 47 94 28 31 2 12 90 6 89 58 65 21 88 81 76 43 39 78 71 29 68 1 66 57 22 92 9 23 52 34 96 79 19 46 72 5 80 93 37 50 59 53 63 40 41 61 84 44 36 17 35 98 56 42 86 70 91 16 13 15 10 24 82 7 4 11 87 74 38 60 48 51 30 45 32 27 97 75 73 14 3 20 54
41 3 54 99 30 72 29 6 20 15 77 27 98 68 46 35 87 57 45 62 44 58 83 96 95 36 21 51 55 23 39 74 52 84 28 78 47 34 86 81 73 13 5 89 85 33 65 42 75 14 9 2 91 94 18 67 31 76 97 49 70 64 40 90 12 24 80 19 11 8 17 48 43 1 71 37 22 79 53 82 69 10 66 93 4 63 100 60 88 56 38 61 92 50 7 26 59 25 16 32
65 60 91 79 27 13 100 73 10 24 88 59 82 8 71 51 22 9 85 20 37 92 78 12 3 43 33 5 97 76 72 99 54 32 2 58 94 69 81 31 15 40 86 7 42 6 39 23 38 98 14 11 68 80 19 35 28 47 17 70 57 74 50 87 55 52 61 29 16 45 83 49 18 48 34 41 21 75 77 1 96 93 4 63 36 25 64 56 53 26 44 67 62 89 84 46 95 66 30 90
58 48 64 29 33 78 2 55 6 88 35 13 1 36 73 16 53 89 72 30 28 67 22 68 21 44 59 75 57 71 8 54 45 74 84 17 3 85 99 10 98 27 23 69 51 40 66 82 14 26 94 5 25 79 100 9 47 49 91 97 7 42 20 95 24 77 80 87 56 37 96 32 70 46 61 34 15 86 83 76 60 93 63 11 52 50 18 12 62 92 31 90 65 43 81 4 19 41 39 38
67 58 55 21 24 41 60 85 42 71 30 92 89 50 95 77 48 56 93 43 98 63 23 53 8 4 34 37 97 13 22 100 49 83 81 62 88 76 91 68 6 29 38 84 51 46 1 66 12 75 44 19 25 82 94 59 5 28 99 11 17 65 79 14 54 90 20 96 69 45 35 7 31 10 40 72 57 61 18 78 33 70 9 52 26 73 2 80 3 15 32 47 16 39 64 87 74 36 86 27
64 78 55 40 100 36 16 39 45 51 21 49 66 81 96 68 56 26 32 6 19 34 23 28 35 31 18 4 72 38 71 83 10 7 92 20 84 73 90 59 27 94 99 14 62 11 5 12 47 53 54 57 44 85 74 2 22 9 97 86 25 65 61 80 82 93 70 41 33 69 48 77 87 17 24 13 42 98 89 95 46 3 37 29 91 58 75 15 88 63 50 79 52 1 8 67 30 43 76 60
31 74 79 32 81 17 78 72 47 94 15 28 60 88 18 82 12 29 83 55 68 86 5 14 41 51 59 97 93 64 99 46 25 30 52 21 35 89 23 26 92 71 62 22 61 19 95 85 96 3 2 11 65 57 90 6 49 27 34 45 58 75 42 100 13 69 50 76 8 91 36 24 4 1 98 39 53 9 44 37 77 67 54 38 10 7 33 70 43 80 40 48 56 20 66 63 73 84 87 16
43 52 29 6 72 33 36 35 9 7 68 42 86 50 48 71 31 87 76 49 40 45 10 80 62 85 74 64 39 15 90 88 53 11 24 69 16 66 14 79 78 51 75 3 96 37 58 59 77 34 32 93 63 61 30 67 83 95 25 81 26 100 97 60 17 20 54 21 2 12 4 18 28 22 46 82 19 70 98 38 55 73 84 65 8 92 44 56 89 57 91 23 13 99 94 27 1 41 47 5
39 73 23 4 42 96 92 100 98 95 50 47 56 60 12 87 51 9 25 70 91 74 28 40 41 45 93 27 81 82 3 52 36 17 97 69 38 18 59 29 33 75 15 63 8 44 57 90 43 32 61 77 1 76 20 16 65 26 71 46 72 67 68 7 53 84 2 31 94 21 80 89 83 55 13 86 66 19 34 22 24 35 6 54 48 10 58 30 62 99 85 5 49 88 79 11 78 64 14 37
53 10 11 86 23 93 45 30 21 62 49 95 46 4 19 60 92 98 22 29 70 15 73 14 54 25 99 12 67 31 48 69 76 77 50 38 9 100 66 32 47 78 3 5 33 41 27 97 68 28 18 16 87 83 42 39 35 56 26 13 52 63 80 88 37 90 34 72 89 75 24 36 84 40 79 8 17 43 7 94 82 6 51 20 96 64 91 55 81 85 65 58 57 44 1 71 59 61 2 74
76 21 52 79 26 1 34 82 32 47 69 39 33 63 15 45 83 91 42 85 94 71 30 17 60 44 40 16 92 54 46 35 7 86 99 57 66 80 6 74 3 55 10 96 43 14 37 31 81 98 53 100 51 27 78 64 9 18 93 95 22 72 11 89 75 48 36 13 87 24 23 67 84 50 61 12 56 5 59 4 29 88 90 41 70 8 19 38 49 77 20 97 68 25 65 62 2 28 73 58
82 85 12 56 10 64 49 44 77 40 83 15 43 7 31 50 23 98 97 75 60 16 32 47 2 11 4 9 79 21 37 88 65 46 45 87 81 41 95 62 63 51 24 69 13 57 17 35 27 73 54 99 20 48 80 84 5 70 34 91 22 74 68 19 67 71 26 39 6 53 78 61 90 94 38 93 55 18 14 89 96 42 72 86 92 25 33 29 52 8 28 66 3 59 1 100 30 36 76 58
98 12 71 66 83 28 91 27 29 3 4 55 70 60 85 17 31 7 86 65 33 35 42 44 40 90 51 23 1 73 24 97 61 18 74 22 54 62 53 36 30 14 32 64 89 99 34 75 10 58 94 13 57 47 50 25 96 9 56 11 92 49 69 15 5 8 67 87 81 43 48 52 39 21 45 26 41 6 20 84 95 59 82 80 78 79 46 93 76 68 72 37 100 38 88 77 19 63 2 16
55 56 57 89 95 1 10 21 97 46 68 80 65 86 91 20 72 62 41 94 66 38 81 32 70 98 100 3 45 50 44 73 59 9 84 78 35 96 88 47 39 27 30 92 15 74 75 6 58 71 82 33 79 48 28 67 43 85 12 42 7 51 49 63 16 19 23 22 31 18 69 4 76 14 90 2 54 83 52 37 26 11 24 8 53 61 40 87 34 25 60 13 64 17 5 29 99 77 36 93
64 87 24 33 31 4 19 21 74 16 86 20 82 41 69 53 25 49 67 32 68 23 51 84 81 45 88 2 40 85 83 59 44 62 93 42 34 73 72 28 75 60 92 18 65 97 47 7 26 90 63 22 89 61 52 96 5 10 30 66 79 99 76 80 13 9 56 39 54 27 77 46 43 36 48 17 91 1 35 78 29 14 50 38 57 95 100 15 58 55 3 98 70 6 94 12 8 37 11 71
98 69 99 55 3 81 25 90 35 49 80 22 30 23 33 78 84 92 66 37 91 100 58 51 47 52 71 5 50 24 27 61 44 73 34 63 28 39 18 54 72 79 17 13 9 93 19 70 43 48 12 2 16 56 96 10 32 65 7 64 68 36 4 20 83 86 77 31 76 29 95 94 89 74 1 21 57 67 59 75 8 45 42 40 38 97 87 46 88 11 85 15 53 14 62 26 6 41 82 60
95 83 43 46 26 66 63 61 15 16 71 9 6 23 89 88 45 50 81 40 17 93 13 34 2 78 52 3 53 76 91 92 8 19 77 18 44 4 37 36 98 7 74 67 56 1 84 27 54 5 31 64 47 60 55 100 82 48 69 86 39 94 90 22 38 75 32 68 11 30 57 59 29 99 42 70 28 80 62 79 73 96 10 58 51 65 87 97 33 24 85 35 14 49 41 25 20 12 21 72
68 100 37 22 87 62 46 91 72 7 99 19 41 95 66 44 39 35 69 29 49 55 38 80 67 53 48 33 36 26 70 63 28 6 61 18 3 98 16 30 25 75 32 21 50 64 8 12 9 31 85 94 96 56 82 58 71 65 84 15 1 47 11 42 93 5 83 23 79 52 14 97 4 20 92 24 73 88 51 77 10 2 13 45 60 74 57 90 34 59 54 81 76 78 27 89 17 43 40 86
88 22 24 72 81 86 49 87 34 1 76 7 75 29 6 42 9 65 8 96 10 92 94 16 12 73 30 95 90 59 58 23 5 93 67 80 14 60 69 2 71 84 62 56 44 37 57 83 20 78 100 64 47 11 41 4 35 15 77 98 82 89 91 85 28 21 36 13 17 32 55 43 66 27 99 97 74 18 79 53 33 52 39 38 63 19 46 48 40 25 50 31 68 61 3 26 70 45 54 51
81 55 62 7 89 50 59 60 9 96 71 37 73 54 58 86 57 23 63 84 99 72 6 64 33 70 61 10 13 25 29 21 77 27 18 26 52 24 46 28 22 2 93 8 68 79 74 3 44 78 82 66 98 35 48 20 94 95 83 16 12 100 53 39 56 43 92 1 4 32 36 67 51 38 34 97 41 75 45 14 80 49 91 17 76 19 69 47 65 31 30 5 15 87 88 40 90 85 42 11
28 87 64 75 96 69 56 58 93 46 50 19 72 16 66 44 23 35 41 77 29 91 20 94 34 79 10 21 7 1 98 80 15 78 55 9 45 83 85 67 2 25 62 6 26 86 12 11 24 82 22 39 13 37 38 90 71 60 8 97 48 59 76 63 65 53 31 51 36 73 61 14 57 84 33 32 3 70 100 40 74 89 42 17 92 49 68 52 27 95 99 30 4 88 43 5 81 47 18 54
19 13 82 94 37 95 64 2 89 1 36 69 84 96 79 4 18 49 45 26 59 29 54 42 34 73 61 67 97 22 80 21 48 51 15 63 66 76 33 58 52 20 56 87 78 60 72 55 53 10 6 75 40 99 23 43 31 12 3 100 27 17 68 28 39 91 86 8 98 11 77 70 47 46 25 65 74 50 35 9 88 14 62 7 92 24 85 16 38 41 90 44 81 57 71 5 32 93 83 30
24 88 68 17 85 62 71 9 33 53 59 21 92 23 57 46 2 6 95 51 37 29 61 52 69 25 3 97 50 15 1 76 13 36 18 19 34 67 20 75 80 47 39 60 79 28 43 38 44 12 86 32 26 7 96 64 10 16 55 73 94 63 100 22 48 98 4 70 78 35 49 72 5 58 74 30 83 56 81 91 27 87 89 77 82 84 99 11 31 54 8 90 40 41 42 66 45 93 65 14
45 79 50 69 73 2 1 34 35 99 81 98 52 44 96 80 97 31 32 39 38 15 95 12 4 26 89 83 59 30 24 33 72 14 75 43 67 41 49 76 56 87 82 13 88 68 100 42 58 21 8 27 7 18 84 71 25 92 23 40 90 91 65 60 46 74 94 85 5 77 37 54 3 62 51 11 10 64 86 66 48 78 93 20 36 53 19 9 6 22 63 17 61 55 29 28 16 57 47 70
58 37 20 53 65 100 47 12 51 44 67 62 98 25 89 29 46 32 93 87 13 52 3 8 4 28 69 43 84 6 71 23 10 85 82 91 14 64 63 70 72 38 30 76 78 81 45 92 59 99 16 42 68 88 11 61 90 39 97 74 95 31 56 40 15 35 27 9 79 83 18 54 36 2 22 57 55 94 48 73 24 17 1 5 80 96 26 21 33 50 77 49 66 19 34 60 75 41 7 86
25 65 43 36 56 31 77 86 26 53 87 50 60 37 11 41 57 46 40 51 16 68 93 39 12 73 5 84 72 64 58 24 79 78 4 14 17 59 21 81 47 70 92 99 45 88 75 69 30 8 63 44 100 32 9 94 85 48 34 97 13 76 62 71 96 80 29 61 38 98 6 28 15 82 66 10 19 54 33 55 67 49 3 1 90 35 83 27 2 18 89 91 23 52 95 22 7 74 42 20
86 25 82 9 37 61 38 18 24 33 98 63 34 99 8 78 96 90 58 12 48 76 16 85 15 35 23 95 5 2 22 49 55 79 44 69 26 30 65 62 73 40 74 80 87 97 77 36 19 45 54 92 20 70 32 42 89 53 52 94 93 21 27 91 28 47 1 14 60 59 51 31 17 3 66 6 7 29 75 43 41 46 100 10 11 84 72 50 64 71 39 67 56 57 13 68 81 88 4 83
13 37 29 23 31 11 6 87 85 55 4 98 100 17 45 2 97 67 78 77 91 60 52 84 86 35 82 69 72 65 75 46 62 56 14 26 32 89 27 5 30 48 58 9 80 47 94 93 43 64 54 36 51 53 71 73 42 49 19 68 66 21 16 7 18 33 22 96 59 38 76 95 25 39 92 8 79 83 28 99 63 15 12 40 81 1 10 3 57 34 88 74 24 20 90 41 61 44 70 50
33 60 38 63 96 36 57 97 27 76 17 37 59 10 87 34 41 49 71 13 75 84 80 100 44 95 12 51 88 99 16 85 15 92 25 42 45 53 21 24 62 35 39 9 2 94 5 72 23 66 32 91 50 3 52 14 90 40 31 74 28 67 1 18 93 11 98 78 29 69 58 46 61 82 4 81 70 86 73 68 8 55 64 89 19 6 54 22 48 79 56 20 43 7 30 26 77 65 47 83
15 95 83 92 90 73 48 97 23 26 33 39 54 1 25 60 76 42 74 52 64 10 40 30 71 45 47 70 51 7 61 55 50 77 4 34 20 2 44 79 28 59 75 38 9 78 43 57 5 58 21 66 69 85 13 53 67 84 17 49 98 18 72 35 11 19 14 80 32 82 56 89 29 22 24 91 100 37 8 88 27 93 63 12 81 87 31 46 36 65 99 96 62 3 16 41 68 86 94 6
21 15 23 72 53 100 31 99 63 29 20 52 65 64 74 59 91 66 33 89 81 27 58 28 45 11 80 43 42 49 26 41 37 85 7 97 69 96 83 62 75 8 78 18 19 70 61 71 22 36 51 34 82 9 50 46 87 25 54 90 35 77 95 5 39 48 98 56 44 60 84 76 12 6 4 16 40 24 38 73 2 79 86 88 57 94 67 68 1 92 30 47 32 14 10 17 3 93 55 13
96 86 44 33 37 30 100 14 84 87 77 7 68 9 89 94 8 52 27 71 88 29 43 28 48 1 85 47 35 66 51 60 75 76 93 58 49 25 61 36 23 62 63 16 12 34 55 5 2 82 21 74 70 57 4 13 64 18 53 91 19 20 15 72 97 26 73 80 50 38 24 6 67 46 32 39 11 17 31 90 65 54 95 10 81 41 59 69 98 22 92 79 42 3 78 83 45 99 56 40
39 6 87 51 57 60 46 65 4 31 17 93 30 11 22 91 18 14 98 66 90 71 35 34 53 42 78 56 82 62 55 59 33 2 50 80 86 72 68 92 84 15 5 23 81 43 21 9 45 54 77 26 28 47 49 61 25 24 38 27 96 32 29 7 37 20 67 69 40 44 100 97 1 99 36 85 88 58 83 79 73 19 94 8 13 95 63 75 70 12 64 74 76 16 41 48 3 10 52 89
20 36 50 75 62 28 100 58 94 88 5 3 38 45 43 26 44 86 98 91 71 99 27 10 95 79 78 85 4 21 83 41 31 46 60 30 72 53 7 33 52 82 67 25 23 76 24 17 56 6 68 84 69 77 61 39 97 66 29 11 49 1 13 55 15 80 73 22 54 48 81 16 35 37 93 96 47 19 90 59 18 9 32 89 65 40 64 14 70 74 51 57 63 8 87 2 42 34 12 92
38 65 48 76 18 72 49 11 10 71 81 29 30 4 63 35 16 37 52 1 83 62 28 24 41 2 9 22 68 23 95 31 99 67 79 34 98 6 56 55 80 91 93 94 8 15 86 33 50 21 78 75 12 53 74 3 90 64 36 77 42 89 7 60 43 92 73 70 45 5 13 97 20 82 96 85 46 25 58 47 61 39 40 26 69 14 88 84 44 17 51 100 57 54 19 66 87 59 27 32
27 92 87 31 57 32 7 64 23 78 46 70 79 33 3 5 25 35 34 62 82 49 76 21 14 41 18 60 6 99 72 13 73 28 61 94 86 40 39 80 66 67 74 85 2 69 17 1 11 65 15 54 55 36 12 29 47 71 42 95 8 90 20 22 97 45 100 52 83 19 96 63 91 10 26 37 88 51 98 16 9 58 4 68 43 84 89 75 77 59 50 44 24 56 93 53 81 38 48 30
94 71 67 10 76 34 38 79 4 25 7 44 29 14 72 49 84 98 58 31 69 56 18 19 3 35 63 6 62 36 89 75 41 16 28 52 48 5 45 81 57 96 78 21 88 95 100 20 83 66 61 23 87 12 92 8 39 37 32 46 68 43 26 93 33 47 53 64 77 73 22 82 54 65 70 97 50 59 60 55 15 74 27 9 90 42 80 30 85 11 91 13 24 99 86 1 2 40 51 17
76 55 98 23 53 54 57 36 90 12 75 26 30 1 94 48 35 43 29 46 82 16 69 45 65 5 6 22 44 85 79 39 9 56 95 7 21 60 4 81 47 3 92 17 51 52 72 86 41 32 71 99 77 28 64 68 20 74 91 34 11 93 97 87 73 2 61 27 18 100 58 25 96 63 15 83 66 84 24 31 8 49 38 13 50 14 19 33 78 42 67 10 37 62 80 59 40 89 70 88
3 43 100 38 56 23 67 40 47 32 53 22 62 88 65 36 77 2 80 16 70 63 52 81 74 12 64 49 15 13 42 58 18 75 86 96 19 83 57 44 54 9 51 84 21 79 97 76 95 87 92 17 98 55 73 33 5 8 59 29 10 7 50 90 6 31 30 24 45 27 85 35 82 68 60 93 46 14 20 71 39 25 66 1 94 78 99 41 34 72 48 37 26 11 69 28 89 61 4 91
73 61 6 13 41 28 21 16 60 86 92 29 59 42 72 30 56 99 55 20 58 71 43 1 50 35 4 46 31 47 24 100 11 17 78 93 18 75 7 53 62 74 3 95 27 5 52 25 44 22 8 87 57 64 23 70 54 45 39 9 96 76 88 19 81 40 32 90 82 10 67 36 89 37 15 51 85 12 69 26 79 65 33 83 98 38 91 2 94 97 84 49 14 68 66 34 80 77 63 48
79 28 93 54 98 59 97 6 84 36 33 38 52 70 29 18 60 47 11 20 7 91 87 62 25 4 49 63 80 12 42 86 77 58 65 56 1 69 16 66 83 71 14 5 48 9 23 100 15 40 44 81 82 13 39 41 67 51 92 90 99 19 2 94 21 24 10 96 85 88 95 73 53 89 43 35 46 45 50 32 55 68 34 17 76 3 26 61 22 72 8 31 74 75 64 30 78 27 57 37
59 73 69 58 14 33 85 37 49 12 70 34 3 51 56 39 47 35 10 72 43 16 66 42 80 48 98 23 74 76 1 52 2 78 95 63 26 84 79 17 21 87 40 61 6 31 18 41 20 81 92 67 71 30 13 9 75 83 7 28 100 53 44 27 91 55 11 88 86 19 93 8 97 46 77 64 94 62 22 4 82 29 5 57 96 68 54 89 45 65 25 38 32 90 15 60 50 24 36 99
84 17 79 52 77 60 42 46 29 38 45 97 28 67 75 26 89 36 11 95 91 74 23 21 37 9 73 3 18 14 48 5 90 7 13 1 24 57 34 63 85 10 31 87 20 65 43 16 76 44 53 55 61 64 82 56 47 51 27 100 6 15 80 68 71 70 8 19 12 66 54 99 39 40 58 69 22 96 93 88 30 98 25 72 94 62 81 78 92 59 4 35 33 49 32 50 83 86 2 41
35 18 51 96 76 36 89 11 94 28 71 34 50 75 74 83 13 32 60 66 33 67 24 82 38 72 81 99 19 58 1 65 63 3 87 100 26 52 41 53 91 95 23 69 92 57 21 17 86 14 62 90 48 77 45 30 20 61 4 79 98 31 64 46 29 85 84 93 9 97 73 5 2 43 78 15 12 8 68 40 27 16 70 6 47 44 80 49 22 10 39 42 55 56 59 88 7 54 37 25
57 81 17 64 36 77 8 95 23 98 25 45 34 69 22 31 56 90 100 80 89 30 15 73 42 50 51 65 40 99 55 87 85 7 6 66 37 49 96 71 47 78 44 61 41 32 35 79 52 97 53 76 29 27 18 94 68 59 5 70 46 72 39 26 16 74 20 93 38 2 63 60 33 91 19 48 1 92 43 10 86 4 62 24 54 58 11 13 84 67 82 83 14 9 21 88 75 28 3 12
57 96 47 4 65 39 87 92 69 5 8 32 14 40 51 63 70 93 15 85 64 37 76 7 42 25 23 6 1 24 29 10 74 21 36 90 53 55 19 27 79 2 11 26 56 91 41 12 94 38 46 61 58 73 82 88 50 62 89 44 59 84 48 20 33 3 68 54 28 98 80 35 97 52 17 95 77 9 34 60 66 45 16 83 78 67 86 72 31 71 75 49 43 22 30 18 81 99 13 100
84 95 10 17 96 18 64 2 56 88 57 15 9 59 70 83 14 8 34 73 86 7 25 13 87 74 16 63 67 22 29 30 47 3 79 42 54 36 48 38 31 82 45 21 24 53 27 20 69 90 26 1 61 93 77 46 72 58 76 81 66 23 100 80 33 62 12 60 68 49 43 94 92 55 11 85 65 4 41 71 75 32 78 50 39 52 97 44 51 19 6 28 91 98 5 89 99 37 40 35
13 49 78 45 22 21 60 84 19 93 98 83 8 61 86 73 10 42 47 59 11 65 27 99 9 18 39 14 30 62 87 26 81 32 85 80 89 6 72 97 79 4 25 2 57 90 58 76 28 17 34 29 53 24 16 23 1 51 31 43 52 36 55 54 38 56 35 37 40 71 33 63 46 50 95 69 44 96 66 67 94 74 15 92 12 48 41 70 91 3 88 64 20 82 100 68 77 7 5 75
89 76 63 26 16 82 37 44 77 95 94 22 29 28 1 72 65 73 53 51 32 47 99 87 55 75 61 80 25 81 50 100 38 49 59 52 30 84 46 48 19 58 39 5 66 24 69 9 42 11 18 34 60 92 98 54 33 17 45 70 78 71 35 68 79 12 13 6 56 86 43 21 57 31 4 14 20 7 10 96 41 83 8 85 36 15 2 3 74 93 67 91 40 62 90 27 23 88 64 97
84 4 71 7 48 56 69 32 60 82 85 26 100 14 57 93 88 16 30 18 92 61 89 29 66 63 34 64 50 81 47 83 21 17 74 49 1 12 73 95 33 68 51 13 22 35 41 45 78 54 5 91 55 98 28 2 96 39 87 10 19 65 46 67 36 86 62 42 52 27 23 25 58 75 97 31 79 53 80 43 72 11 8 9 76 59 3 44 20 77 99 90 15 6 24 37 40 94 38 70
14 19 79 13 77 7 58 67 52 84 100 10 59 64 86 71 97 80 91 87 39 21 85 4 69 53 57 11 51 89 2 15 42 63 41 8 44 88 29 65 48 43 23 94 76 96 9 30 66 45 74 95 28 75 61 55 25 36 50 34 62 73 37 32 56 92 12 78 17 31 38 47 18 98 46 26 16 90 24 35 22 6 33 60 70 1 81 5 27 99 72 49 40 20 54 93 82 3 68 83
54 51 67 29 96 66 43 21 35 24 95 42 60 64 90 87 6 92 11 59 48 50 72 8 97 22 62 41 4 86 55 84 70 49 94 44 20 69 79 78 85 10 81 12 5 13 36 47 80 31 1 27 16 88 7 40 65 53 57 74 34 100 32 73 18 89 61 71 83 14 2 46 26 45 23 91 56 38 37 39 25 58 52 98 63 30 75 76 17 82 9 93 77 28 68 15 19 33 3 99
83 50 97 73 71 32 35 47 81 6 89 36 7 37 78 77 84 9 96 46 56 14 72 86 33 93 92 27 22 23 55 76 100 17 87 13 20 10 68 98 15 3 39 30 54 12 21 40 18 74 48 49 41 5 2 44 42 31 63 75 34 57 29 70 51 69 28 99 62 65 11 25 82 67 24 8 85 91 94 19 80 66 95 26 38 1 79 4 59 64 60 45 52 58 90 61 43 88 16 53
60 48 66 55 79 81 22 83 36 77 49 68 74 71 25 91 1 19 18 47 54 69 13 33 53 57 59 16 27 82 14 44 2 41 21 3 72 76 26 7 87 6 80 64 88 23 46 10 45 39 73 70 24 99 32 89 51 5 96 84 93 20 8 56 100 38 35 75 52 97 28 9 62 17 50 94 43 40 31 67 85 34 95 90 92 61 98 86 15 63 37 58 12 42 65 29 11 4 78 30
73 45 16 34 95 42 33 55 48 35 49 19 23 86 10 21 53 87 79 41 99 56 61 76 80 31 4 20 59 52 18 46 26 50 66 84 91 12 63 29 97 82 11 25 13 69 89 2 70 44 57 38 60 64 3 93 5 15 98 37 67 58 43 27 71 85 30 9 62 65 75 81 90 17 8 7 96 6 1 32 68 100 24 22 36 77 88 74 78 47 54 94 72 39 14 83 28 40 51 92
34 97 9 27 66 75 37 74 98 85 3 46 2 17 32 65 71 11 38 51 69 82 60 48 96 59 47 61 50 1 73 84 39 79 22 8 7 58 24 54 90 40 86 13 80 4 20 83 14 43 94 93 16 33 30 89 67 10 100 53 5 91 68 77 76 31 56 23 87 44 28 63 26 6 81 42 45 21 25 36 18 62 92 19 29 41 15 99 55 64 12 57 70 52 78 35 72 49 88 95
76 53 25 94 89 71 80 55 93 64 19 36 70 3 97 81 9 58 54 41 74 21 22 32 24 60 4 5 49 43 2 65 44 29 82 34 39 75 72 6 37 92 62 88 12 78 7 28 68 87 100 15 40 17 33 63 16 18 26 23 20 31 98 99 77 52 95 84 47 96 73 61 46 59 66 13 79 8 51 11 14 57 90 83 56 85 30 42 69 38 50 27 1 86 35 48 91 10 67 45
33 83 19 92 81 99 61 55 34 30 25 13 14 15 20 71 43 24 52 82 11 48 49 79 4 28 37 44 12 38 18 93 64 9 7 29 88 45 42 65 6 17 94 10 41 86 91 78 62 16 53 90 35 85 59 67 27 66 8 69 47 40 96 22 87 100 31 2 58 89 46 97 76 26 32 21 50 68 84 63 5 98 36 95 72 57 77 3 54 70 73 39 1 74 23 56 51 80 60 75
9 4 31 5 89 37 20 26 12 15 84 67 86 45 100 42 68 60 47 96 58 79 64 23 18 27 85 11 98 82 65 61 73 2 6 25 1 34 99 41 7 44 59 57 87 53 46 93 24 83 32 88 8 74 92 51 90 70 35 76 91 40 38 49 3 52 62 63 19 43 71 21 13 69 50 66 17 56 95 29 39 97 55 94 36 30 81 48 75 80 78 16 77 54 10 22 72 28 14 33
99 36 49 32 7 51 58 41 72 1 60 37 11 44 14 76 33 34 17 96 30 54 91 12 62 75 69 27 6 63 22 45 90 65 64 47 4 61 56 68 5 95 43 78 46 74 10 77 39 20 40 3 100 21 25 48 24 59 89 88 35 93 85 94 28 81 53 84 71 55 98 50 8 23 19 9 79 38 26 18 42 87 52 57 2 67 80 16 83 82 15 97 29 31 13 86 70 92 73 66
